,AR
2983,SERPINA3B
2985,SERPINA3G
2986,SERPINA3H
2987,SERPINA3I
2988,SERPINB1A
2989,SERPINB6B
2990,SERPIND1
2994,SERPINE2
2996,SGO1
2997,SH3GL3
2998,SHCBP1
2999,SIAH2
3000,SIX1
3001,SKA1
3002,SLC10A2
3003,SLC13A2
3005,SLC16A1
3008,SLC16A5
3009,SLC16A7
3010,SLC17A2
3011,SLC19A2
3012,SLC25A33
3013,SLC25A34
3014,SLC25A37
3015,SLC29A4
3017,SLC2A4RG-PS
3018,SLC2A9
3019,SLC30A1
3020,SLC30A10
3021,SLC36A2
3022,SLC39A14
3023,SLC43A1
3025,SLC5A12
3026,SLC5A6
3027,SLC6A14
3028,SLC6A20A
3029,SLCO2B1
3031,SMAGP
3032,SMARCA2
3034,SNCG
3035,SNHG17
3036,SOCS2
3037,SORBS3
3039,SP8
3040,SPC25
3041,SPINT1
3043,SPON2
3044,SPP1
3046,SPSB1
3047,SPTBN2
3048,SRGAP3
3049,SRGN
3050,SSPN
3051,ST3GAL5
3052,ST6GALNAC4
3053,ST8SIA4
3054,STAB2
3055,STARD13
3056,STK35
3057,STMN1
3058,STMND1
3059,SULF2
3060,SULT2A7
3061,SUN3
3062,SYT15
3063,TAB2
3064,TACC3
3065,TAP1
3066,TARS
3067,TBC1D30
3068,TBKBP1
3069,TBX4
3071,TCAP
3072,TCHH
3073,TEF
3074,TENT5C
3075,TET2
3076,TFCP2
3077,TFCP2L1
3080,TGM1
3081,TGM2
3082,THBS1
3083,THBS3
3085,THRSP
3086,THSD1
3087,THYN1
3088,TIMP1
3089,TINAGL1
3090,TIPIN
3091,TK1
3092,TLCD3B
3093,TLCD5
3094,TM6SF1
3095,TMEFF2
3096,TMEM171
3097,TMEM39A
3098,TMEM41B
3099,TMEM88
3100,TMOD2
3101,TMTC1
3102,TMTC2
3103,TNFAIP8L1
3106,TNKS1BP1
3109,TPO
3110,TPX2
3111,TREML1
3112,TRIB1
3113,TRIB2
3114,TRIM16
3115,TRIM2
3116,TRIM24
3117,TRP53INP1
3118,TRPV4
3119,TSC22D1
3120,TSC22D3
3123,TSG101
3124,TSKU
3125,TSPAN13
3127,TSPAN4
3128,TSPYL4
3130,TUBB2A
3132,TUBB5
3135,TULP4
3137,TYMP
3138,TYROBP
3139,UBD
3140,UBE2A
3141,UBE2C
3142,UBL3
3143,UBXN1
3144,UBXN11
3145,UGCG
3148,UHRF1
3150,UPK1A
3151,UPK3A
3152,UPP2
3153,UQCRB
3154,USP2
3155,UTRN
3156,VASN
3157,VAT1
3159,VIM
3161,VMN2R-PS134
3162,VMP1
3163,VPS13A
3165,VTGA2.L
3167,WDR45
3168,WDR62
3169,WDR86
3170,WEE1
3171,WFDC12
3172,WIPF3
3173,WNT1
3175,XLR3B
3176,XPNPEP2
3177,ZBP1
3178,ZBTB16
3179,ZBTB5
3180,ZCCHC2
3181,ZDHHC2
3182,ZDHHC22
3183,ZFP365
3184,ZFP385B
3185,ZFP423
3186,ZFP445
3187,ZFP503
3188,ZFP521
3189,ZFP536
3190,ZFP612
3191,ZFP809
3192,ZMAT3
3193,ZMYND15
3196,ABRAA
3197,ACAA2
3198,ACO2
3199,ACSL3A
3200,ACSS2L
3201,ADSS1
3202,AHCY
3204,ALDH16A1
3205,AND2
3206,ANKRD52A
3207,ANXA10
3208,APOA4A
3209,APOBB.1
3210,AQP9B
3211,ARHGAP5
3212,ARHGDIA
3213,ARL13A
3215,ASB15B
3216,ATIC
3217,ATOH7
3218,ATP1A3B
3219,ATP2A1
3220,ATP2A1L
3221,ATP2A2A
3222,ATP2A2B
3223,ATP2A3
3224,ATP5F1B
3225,ATP5L
3226,ATP6V1F
3227,ATRN
3228,BCO2B
3229,C1QTNF4
3230,CAMK2A
3232,CAMK2B1
3233,CAMK2D1
3234,CAMK2D2
3235,CAMK2G2
3236,CAPN12
3237,CAPZA1B
3238,CBX8A
3239,CD9A
3240,CDR2A
3243,CELA1
3244,CFL1L
3245,CKBA
3246,CKMA
3247,CKMT2
3248,CNDP2
3249,COL15A1B
3250,CPA1
3251,CPA4
3252,CPB1
3253,CRYBA1A
3254,CRYBA2B
3255,CRYBB1
3256,CRYBB1L1
3257,CRYGN2
3258,CTDSPL3
3259,CYP17
3260,CYP3A
3261,DBPB
3262,DNER
3263,DUSP5
3264,ECHS1
3265,ECI1
3267,ELOVL7A
3268,EPGN
3269,ERBB3A
3272,FA2H
3273,FABP10A
3274,FABP4B
3275,FAM120C
3276,FLNA
3277,FN1B
3278,FOSB
3279,G3BP1
3280,G6PC1A.2
3281,GALCB
3282,GAPDHS
3283,GATM
3284,GDF11
3285,GLRA4B
3287,GNB1B
3288,GNB3B
3289,GOT2B
3290,GPR37L1B
3291,GRHL1
3292,GYG1B
3293,HCE
3294,HEXB
3295,HNF4G
3296,HPXA
3297,HS2ST1B
3298,HSF2
3299,HSPA4A
3300,IDH2
3301,INHA
3303,ISOC2
3304,ISYNA1
3305,ITGB3A
3307,JUNBB
3308,KERA
3309,KFH-G
3310,KFH-R
3311,KIAA1549LA
3312,LARP4B
3313,LMCD1
3314,LRRC4BA
3315,MAL
3316,MC6AST2
3317,MDH1
3318,MGLL
3319,MIR206
3320,MKNK2B
3321,MST1RB
3322,NDUFA2
3323,NDUFS5
3324,NPAS4A
3325,NPHS1
3326,NR1D4A
3327,OMPA
3328,OPN1SW1
3329,P4HB
3330,PABPC1A
3331,PCK2
3333,PDE6GB
3334,PER1B
3336,PERP
3338,PKD1A
3339,PKHD1L1.1
3340,PLCB3
3341,PORB
3342,PPM1E
3343,PRDX4
3344,PSMA3
3345,PSMA4
3346,PSMB3
3347,RAB11AL
3348,RAB7A
3349,RACK1
3350,RAD23AA
3351,RBM28
3352,RBMX
3353,RBP4
3354,RCVRNA
3355,RD3
3356,RFTN1A
3357,RFTN2
3358,RH50
3359,RNF41L
3360,RORCB
3361,RPL11
3362,RPL12
3363,RPL21
3365,RPL7
3366,RPS2
3367,RPS3
3368,RPS3A
3369,RPS4X
3370,RPS8A
3371,SERBP1B
3372,SERPINF1
3373,SERPINF2B
3374,SERPINH1B
3375,SLC1A5
3376,SNRPD3L
3378,STAR
3379,SUB1B
3380,SUCLG1
3382,TCP1
3383,TEKT4
3384,TMEM47
3385,TMEM67
3386,TMPRSS13A
3387,TNPO3
3388,TPH1A
3389,TUBA1C
3390,TUBA5
3391,TUBB4BL
3393,TUT1
3394,UBA1
3395,UBA52
3396,UBB
3397,VAMP2
3398,VCL
3399,VIT-6
3400,VSX1
3401,XPR1A
3402,YWHAE1
3403,YWHAQ
3412,CDK2
3413,CDK4
3439,UGT2B15
3441,PTH
3448,TRPV6
3456,CD14
3464,CCL5
3465,CDC25A
3477,CYP27B1
3478,FBXW7
3480,FGF23
3483,HDAC2
3484,HRAS
3487,IL17A
3489,KL
3490,KMT5A
3497,MED1
3498,MXD1
3517,PTHLH
3518,RXRA
3520,SIN3A
3523,TXN
3524,TXNIP
3551,CYP2D1
3557,UGT1-6
3558,UGT1A6A
3563,DPP4
3570,E2F1
3575,MT2A
3578,APEX1
3599,CDK6
3612,MAP1LC3B
3617,TXNRD1
3622,ACTB
3623,APOA4
3624,APOA-I-1
3625,APOA-I-2
3626,CFH
3629,DIO3
3630,FABP
3632,LYZ
3633,SERPINA1
3634,SERPINA7
3636,ZAN
3642,ATF6B
3645,CACNA1E
3646,CAPN1
3647,CAPN2
3656,CASP4
3660,CREB1
3661,CREBBP
3672,GH1
3675,GSK3B
3678,HSP90AA1
3679,HSP90AB1
3683,LRP1
3687,MTNA
3689,MTNB
3693,NEFL
3702,PDGFB
3707,SCT
3710,ABCB11
3711,ACACA
3712,ACAN
3713,ACP5
3722,ATP2A2
3734,BGLAP
3735,CAMK1
3738,CAMP
3740,CAR2
3765,CCL1
3772,CDH2
3774,CGA
3776,CHRNA5
3780,CHRNA7
3784,COL6A3
3790,CSF1R
3814,DNM1L
3815,EDN1
3821,ELANE
3822,ELAVL1
3829,FMR1
3836,FSHB
3838,FTH1
3840,GJA1
3847,HRH1
3848,HSP90B1
3853,HTR2B
3873,ITGB2
3881,LAMP1
3967,MFN2
3977,MTTP
3982,NEFM
3983,NFAT
3985,NFATC3
3993,NGF
4002,NOX3
4014,PLA2G1B
4018,PRKCA
4020,PRKCB
4022,PTK2B
4024,RAF1
4025,RAP1A
4033,S100A4
4038,SCN2A
4045,SLC2A4
4049,SP7
4052,STAT1
4053,TAC1
4055,TJP1
4065,TNFSF11
4070,VCAM1
4075,DRD2
4082,KAT5
4083,KLK3
4086,CHRNA3
4090,CHRNB2
4094,CHRNB4
4112,COL3A1
4113,CXCR2
4114,CYBA
4115,CYBB
4118,NOX1
4123,ANAPC2
4124,BUB1
4138,CCAR1
4154,CCNE2
4157,CDC42
4161,CLDN3
4163,DDR1
4164,DDX1
4165,E2F2
4168,EPCAM
4175,MAPK13
4177,MMP10
4182,MUC1
4185,NFKBIB
4187,NTF3
4192,RAC1
4196,RIPK4
4197,SKP2
4198,TNFRSF9
4199,TNIP1
4201,TNIP2
4203,TOP2B
4204,WDR1
4209,ABCC2
4213,ABCC4
4216,ABCG8
4217,AKAP5
4219,AKR1B8
4223,ALDH1A7
4225,AMPD3
4228,BACH1
4230,BCAT2
4232,BEX1
4239,CCDC158
4243,CLCF1
4245,CORO6
4247,CREG1
4249,CRYL1
4251,CSMD1
4253,CYP27A1
4256,DISP1
4258,DUS4L
4260,EGLN3
4262,EID3
4264,ENTPD5
4268,EPHA3
4270,FGFR4
4271,G6PDX
4273,GCH1
4275,GCLC
4282,GCLM
4284,GJB2
4288,GPATCH4
4290,GPX2
4296,GTF2H1
4306,HPDL
4308,HTATIP2
4315,IL17RB
4318,JAK1
4319,KEAP1
4320,LEXM
4324,MAFG
4328,NCF2
4450,NLE1
4452,NOL8
4456,NOP58
4459,NPC1L1
4467,NR0B2
4468,NR1H3
4470,NRG1
4474,NUDT10
4476,NUDT11
4478,PIP4P2
4480,PIR
4482,PLA2G12A
4484,PLA2G7
4486,PLK3
4488,POLR1E
4490,POLR1G
4492,POLR3G
4494,PPAN
4496,PPARA
4497,PPM1J
4499,PPRC1
4501,PRKN
4502,PRSS22
4506,RASSF6
4508,ROPN1
4510,RPP38
4512,RRS1
4514,SAMD4
4516,SLC10A1
4519,SLC15A1
4521,SLC1A4
4525,SLC27A5
4526,SLC35E3
4528,SLC51B
4529,SLC7A1
4533,SLCO1A1
4534,SLCO1B2
4536,SNX10
4540,SRXN1
4542,SSMEM1
4544,STAT5B
4545,TEX21
4547,TEX36
4549,TFAP4
4551,TMEM86A
4556,TNRC6A
4558,TRIB3
4562,TRMT61A
4568,UCHL1
4570,UGDH
4572,WDR43
4574,YDJC
4576,ZDHHC7
4578,ZFAND2A
4580,ZFP418
4582,ZFP593
4595,PRKD1
4609,ACMSD
4610,ACSL3
4612,AKR1B10
4614,AKR7A3
4615,ALDH1A1
4616,ALDH1A4
4617,APOA2
4620,ASF1A
4621,ATP6V1D
4623,BTG2
4624,C7
4625,CBLC
4627,CD276
4629,CPQ
4630,CRYAB
4631,CYP2C13
4637,FHIT
4640,GPAT3
4643,HSD17B6
4644,IL2RA
4645,LIF
4648,OLR37
4650,PBSN
4652,RHOBTB2
4654,SLC16A10
4656,SPINK1
4659,SUGCT
4661,SULT2A1
4665,GPR75-ASB3
4666,KDM4C
4671,DNAJB4
4675,HSPA6
4676,IL18
4680,FSHR
4687,AADACL4FM3
4689,ABO
4691,ACTN4
4692,ADK
4693,ADNP
4695,AIF1
4696,AIF1L
4698,ALDH3B1
4700,AMIGO3
4701,APOF
4721,ARHGEF3
4722,ARPC1B
4723,ATP10B
4724,ATP6V1C2
4725,ATPIF1
4727,B4GALNT3
4732,BCL11A
4734,BEX2
4735,BEX3
4737,C1GALT1
4740,C77080
4741,CAMK2N2
4742,CAR13
4753,CCDC167
4754,CCDC3
4755,CCPG1
4756,CD3G
4757,CD74
4758,CD80
4760,CD8B1
4761,CDC14A
4762,CDC42EP5
4763,CDCP3
4764,CDK19OS
4767,CDR2
4768,CDV3
4770,CHAC1
4771,CIRBP
4772,CITED2
4773,CLN3
4775,COL20A1
4776,COPZ2
4777,COX2
4779,CRELD2
4781,CTNNB1
4782,CTSH
4783,CXADR
4785,CYC1
4791,CYP2C23A
4792,CYP3A7
4795,DAP3
4798,DEFB1
4799,DEFB10
4800,DEFB2
4801,DEFB50
4802,DERL3
4803,DGKA
4805,DIABLOA
4806,DIO1
4807,DIPK2A
4808,DNAAF3
4809,DNAJC3
4810,DNMT1
4812,DNMT3A
4813,DNMT3BB.1
4814,DNMT3BB.2
4815,DNMT3BB.3
4816,DOC2B
4817,DPAGT1
4818,DRAM2
4819,DUSP23
4822,ELF1
4823,EMP2
4827,ETFBKMT
4828,EXTL1
4829,FABP5
4830,FAH
4831,FAM46A
4832,FKBP11
4833,FKBP5
4837,GAB1
4838,GALE
4839,GBF1
4840,GMPR
4841,GOLGA3
4842,GPR155
4843,GPRASP2
4847,GRHPR
4850,GSTT1
4851,GSTT3
4852,H13
4853,H2-AA
4854,H2-K1
4855,HAVCR1
4856,HERPUD1
4857,HP
4858,HSD3B2
4859,HSP70.3
4864,IGSF3
4865,IL15
4866,IL16
4874,IL8L2
4875,IQGAP2
4876,KBTBD13
4877,KCNK3
4878,KDELR3
4889,KRT23
4890,LCP1
4893,LIMK2
4894,LTB
4895,LYZL4
4896,MACROD1
4897,MAML2
4898,MAP3K21
4899,MAST2
4900,MCC
4901,MFSD13B
4902,MFSD9
4903,MGST1.1
4906,MPP3
4907,MRE11A
4908,MROH4
4909,MS4A7
4910,MSMB
4913,MT2
4914,MT4
4915,MTHFD2
4916,NCKAP5
4918,NKX2-6
4919,NKX3-1
4920,NOXA1
4921,NOXO1
4924,NRIP3
4925,NUDT22
4926,NXPE4
4928,OSBPL6
4930,P2RX5
4931,P2RY13
4932,PBX1
4933,PDIA5
4935,PDLIM2
4936,PDP2
4937,PDXDC1
4938,PEX11G
4939,PEX3
4940,PFKFB4
4942,PIGA
4943,PLEKHA8
4944,PLSCR1
4945,PMVK
4946,POMGNT2
4947,POMT2
4948,PPA2
4949,PPDPF
4950,PREB
4951,PRKD3
4952,PSMB9
4953,PSME1
4955,PTGES
4956,PTGES3L
4958,PTGS2A
4959,PYCR1
4960,PYGB
4961,RAB32
4962,RAB39B
4964,RASA2
4965,RASSF7
4966,REEP3
4969,RHBDD3
4970,RIN2
4971,RNF103
4972,RNF145
4973,RNU6
4974,RPL22
4975,RRBP1
4976,SCGB2B7
4977,SEC22B
4978,SERF2
4980,SINUP
4981,SIPA1L1
4982,SLC16A11
4983,SLC17A9
4984,SLC25A11
4985,SLC34A2
4986,SLC39A8
4987,SLC40A1
4988,SMARCD3
4989,SMPDL3A
4990,SNHG18
4991,SOCS5
4996,SORL1
4997,SOX9A
4998,SOX9B
4999,SPATA24
5000,SPG7
5001,SPINK11
5002,SPINK5
5003,SRD5A1
5004,SS18L2
5006,STEAP2
5007,SUCLG2
5008,SULT4A1
5010,SULT6B1
5011,SWAP70
5012,SYBU
5014,SYVN1
5015,TAX1BP1
5016,TBL2
5025,TMEM159
5026,TMEM160
5027,TMEM214
5030,TNFA
5031,TNFB
5032,TNIK
5035,TRIP4
5038,TSHR
5039,TTC7B
5040,TTPAL
5041,TTR
5046,UHRF2
5047,USO1
5049,VNN3
5050,VSIG10
5051,WFDC3
5052,WIPI1
5053,WWC2
5054,WWP1
5058,ZC3H6
5059,ZFP608
5062,GSTA1.1
5063,GSTA1.2
5064,GSTA1.3
5069,GSTD1
5072,GSTM3
5078,CYP2C11
5080,CYP2C6V1
5089,CYP3A2
5095,PNLIP
5099,SPRR1A
5100,CEACAM7
5101,CPA3
5102,CXCL9
5105,GLRX
5106,RPA1
5107,RPL6
5109,EPO
5122,CCND2
5124,CCND3
5132,ND1
5175,CTSB
5176,CXCL1
5177,CXCL2
5182,EIF2A
5211,IL11B
5213,IL24
5232,MRTFA
5244,PLK4
5245,PLN
5253,RHOA
5255,SHC1
5269,XDH
5287,PON1
5288,MESPBA
5289,ALOX5AP
5290,ALPI
5292,CCK
5293,CCR1
5294,CD3D
5295,CD79B
5296,CRISPLD2
5298,ENO3
5299,GGT1
5300,GNG8
5301,GRK5
5302,IL1R2
5303,IL1RAP
5304,IL9R
5305,JUP
5306,LAT
5307,LTB4R
5310,NRP1
5311,RNASE6
5312,RT1-DOA
5315,ST8SIA1
5317,A1CF
5318,AAAS
5319,AACS
5321,AADAC
5322,AAGAB
5323,AAK1
5324,AAMDC
5325,AAMP
5327,AANAT
5330,AARS
5332,AARS2
5333,AARSD1
5334,AASS
5335,AATF
5336,AATK
5337,AB010352
5338,ABAT
5341,ABCA2
5342,ABCA3
5343,ABCA7
5348,ABCB6
5350,ABCB7
5351,ABCB8
5353,ABCB9
5358,ABCC5
5359,ABCC8
5360,ABCD1
5363,ABCD4
5365,ABCE1
5366,ABCF1
5368,ABCF2
5370,ABCF3
5371,ABCG1
5372,ABCG2
5373,ABCG3L4
5374,ABCG4
5377,ABHD1
5378,ABHD11
5379,ABHD12
5380,ABHD13
5381,ABHD14A
5382,ABHD14B
5384,ABHD17A
5385,ABHD17B
5387,ABHD17C
5388,ABHD2
5389,ABHD3
5390,ABHD4
5393,ABHD8
5394,ABI1
5395,ABI2
5401,ABLIM2
5403,ABLIM3
5404,ABR
5405,ABRACL
5406,ABT1
5407,ACAA1A
5412,ACACB
5413,ACAD10
5414,ACAD8
5415,ACAD9
5417,ACADL
5419,ACADM
5421,ACADS
5423,ACADVL
5424,ACAP1
5425,ACAP2
5426,ACAP3
5427,ACAT1
5429,ACAT2
5430,ACBD3
5432,ACBD4
5433,ACBD5
5434,ACBD6
5435,ACD
5438,ACE2
5439,ACER1
5440,ACER2
5441,ACER3
5444,ACIN1
5445,ACKR2
5446,ACLY
5448,ACN9
5449,ACNAT1
5450,ACO1
5453,ACOD1
5454,ACOT11
5455,ACOT13
5457,ACOT4
5458,ACOT6
5460,ACOT7
5461,ACOT8
5462,ACOT9
5463,ACOX1
5465,ACOX3
5466,ACP1
5467,ACP2
5469,ACP6
5471,ACPP
5472,ACRBP
5473,ACSBG1
5474,ACSF2
5476,ACSL1
5478,ACSL4
5479,ACSL5
5481,ACSM3
5483,ACSS1
5484,ACSS2
5491,ACTC1
5492,ACTG1
5494,ACTG2
5497,ACTL6A
5498,ACTN1
5500,ACTR10
5501,ACTR1A
5502,ACTR1B
5503,ACTR2
5505,ACTR3
5507,ACTR6
5509,ACTR8
5511,ACTRT3
5514,ACVR1C
5515,ACVR2A
5516,ACVRL1
5517,ACY1
5518,ACY3
5520,ACYP2
5521,ADA
5522,ADAL
5524,ADAM10
5525,ADAM11
5528,ADAM17
5529,ADAM18
5530,ADAM19
5531,ADAM1A
5532,ADAM2
5533,ADAM23
5534,ADAM33
5535,ADAM4
5536,ADAM6B
5537,ADAM8
5539,ADAM9
5542,ADAMTS1
5544,ADAMTS14
5545,ADAMTS18
5546,ADAMTS3
5547,ADAMTS7
5548,ADAMTS8
5550,ADAMTS9
5551,ADAMTSL1
5552,ADAMTSL4
5553,ADAMTSL5
5554,ADAP1
5556,ADAR
5557,ADARB1
5560,ADAT1
5561,ADCK1
5562,ADCK2
5564,ADCK5
5565,ADCY10
5566,ADCY4
5568,ADCY5
5570,ADCY7
5573,ADCYAP1R1
5574,ADD1
5575,ADD3
5576,ADGRA3
5577,ADGRB1
5580,ADGRF1
5581,ADGRG2
5582,ADGRG3
5585,ADGRG5
5586,ADGRG6
5587,ADGRG7
5588,ADGRL1
5590,ADH1
5592,ADH5
5593,ADH6A
5594,ADIPOR1
5595,ADIPOR2
5603,ADORA3
5606,ADPRHL1
5608,ADPRS
5611,ADRA2A
5613,ADRA2B
5614,ADRM1
5615,ADSL
5617,ADSS
5619,AEBP1
5620,AEBP2
5623,AF067063
5624,AFAP1
5625,AFAP1L1
5628,AFF1
5630,AFF4
5632,AFG3L1
5634,AFG3L2
5636,AFM
5637,AFTPH
5638,AGAP1
5640,AGAP2
5641,AGAP3
5643,AGBL2
5644,AGBL3
5645,AGFG1
5646,AGFG2
5647,AGGF1
5648,AGL
5650,AGMAT
5651,AGMO
5652,AGO1
5653,AGO2
5655,AGO3
5656,AGO4
5657,AGPAT1
5658,AGPAT2
5659,AGPAT3
5660,AGPAT4
5662,AGPAT5
5664,AGPAT9
5665,AGR2
5667,AGRN
5670,AGXT
5671,AGXT2L1
5674,AHCYL1
5676,AHDC1
5678,AHI1
5679,AHNAK
5684,AHSA1
5685,AIDA
5692,AIM1
5693,AIMP1
5695,AIRN
5696,AJAP1
5698,AK2
5699,AK3
5701,AK6
5702,AK7
5703,AKAP1
5704,AKAP10
5706,AKAP11
5707,AKAP12
5708,AKAP2
5709,AKAP6
5710,AKAP7
5711,AKAP8
5712,AKAP8L
5714,AKIP1
5715,AKIRIN1
5717,AKNA
5718,AKR1A1
5721,AKR1B3
5722,AKR1B7
5724,AKR1C12
5727,AKR1C18
5728,AKR1C19
5730,AKR1C21
5731,AKR1CL
5732,AKR7A5
5738,AKT1S1
5739,AKT2
5741,AKT3
5742,AKTIP
5744,ALAD
5753,ALDH1B1
5756,ALDH2
5758,ALDH3A2
5761,ALDH4A1
5763,ALDH5A1
5764,ALDH6A1
5766,ALDH9A1
5768,ALDOART2
5770,ALG1
5772,ALG10
5773,ALG11
5774,ALG12
5775,ALG13
5776,ALG14
5779,ALG5
5781,ALG6
5782,ALG8
5783,ALG9
5784,ALKBH2
5785,ALKBH3
5786,ALKBH5
5787,ALKBH7
5788,ALKBH8
5789,ALMS1
5790,ALOX12
5791,ALOX12B
5792,ALOX5
5795,ALPPL2
5796,ALS2CL
5797,ALX3
5798,ALX4
5800,ALYREF
5801,ALYREF2
5806,AMBRA1
5807,AMD2
5808,AMDHD2
5810,AMER1
5811,AMER2
5812,AMIGO1
5814,AMMECR1L
5816,AMN
5817,AMN1
5819,AMOT
5820,AMPD2
5821,AMPH
5822,AMZ2
5823,ANAPC1
5825,ANAPC10
5826,ANAPC11
5828,ANAPC13
5829,ANAPC16
5833,ANAPC5
5835,ANAPC7
5836,ANG2
5837,ANG3
5838,ANG4
5839,ANGEL1
5840,ANGEL2
5842,ANGPT4
5843,ANGPTL4
5844,ANGPTL6
5845,ANK
5847,ANK1
5848,ANK3
5849,ANKEF1
5850,ANKHD1
5852,ANKIB1
5853,ANKLE1
5854,ANKLE2
5855,ANKRA2
5857,ANKRD10
5858,ANKRD11
5859,ANKRD12
5860,ANKRD13A
5861,ANKRD13B
5863,ANKRD16
5864,ANKRD17
5865,ANKRD22
5866,ANKRD23
5867,ANKRD24
5869,ANKRD26
5870,ANKRD27
5872,ANKRD28
5874,ANKRD39
5875,ANKRD40
5877,ANKRD42
5878,ANKRD44
5880,ANKRD45
5882,ANKRD46
5883,ANKRD50
5885,ANKRD54
5886,ANKRD61
5887,ANKRD9
5888,ANKS1
5889,ANKS3
5890,ANKS4B
5891,ANKZF1
5893,ANO1
5894,ANO10
5896,ANO4
5897,ANO6
5898,ANO9
5899,ANP32A
5900,ANP32B
5901,ANP32E
5904,ANTKMT
5905,ANTXR1
5906,ANTXR2
5907,ANTXRL
5909,ANXA11
5911,ANXA2
5912,ANXA3
5915,ANXA4
5917,ANXA5
5918,ANXA6
5919,ANXA7
5922,AOAH
5923,AOC1
5924,AOC2
5925,AOC3
5927,AOPEP
5928,AP1G1
5929,AP1S3
5931,AP2A1
5933,AP2A2
5935,AP2B1
5937,AP2M1
5939,AP2S1
5941,AP3B1
5943,AP3B2
5945,AP3D1
5947,AP3M1
5948,AP3M2
5949,AP3S1
5951,AP4E1
5952,AP4S1
5953,AP5M1
5954,AP5Z1
5955,APAF1
5956,APBA1
5957,APBA2
5958,APBB1IP
5959,APBB2
5960,APC
6339,APCDD1
6340,APCS
6341,APEH
6344,APEX2
6345,APH1A
6346,APH1B
6349,APIP
6350,APLF
6353,APLP1
6354,APLP2
6355,APOA1BP
6357,APOA5
6358,APOB
6359,APOBEC1
6361,APOBEC2
6362,APOBEC3
6363,APOBR
6364,APOC2
6365,APOL10A
6366,APOL10B
6367,APOL6
6368,APOL7A
6369,APOL7C
6370,APOM
6371,APOO
6373,APOOL
6375,APPBP2
6379,APPL2
6381,APRT
6383,AQP11
6384,AQP2
6385,AQP8
6387,AQR
6388,ARAF
6389,ARAP1
6390,ARAP2
6391,ARAP3
6394,ARCN1
6396,AREL1
6397,ARF2
6398,ARF3
6399,ARF4
6401,ARF5
6402,ARF6
6404,ARFGAP1
6405,ARFGAP2
6406,ARFGAP3
6408,ARFGEF1
6409,ARFGEF2
6410,ARFGEF3
6411,ARFIP1
6413,ARFIP2
6414,ARFRP1
6416,ARHGAP1
6417,ARHGAP12
6419,ARHGAP17
6421,ARHGAP18
6422,ARHGAP20
6423,ARHGAP21
6424,ARHGAP22
6426,ARHGAP24
6427,ARHGAP25
6429,ARHGAP27
6430,ARHGAP28
6431,ARHGAP29
6432,ARHGAP30
6433,ARHGAP31
6435,ARHGAP32
6436,ARHGAP33
6438,ARHGAP4
6439,ARHGAP42
6440,ARHGAP44
6441,ARHGAP45
6443,ARHGAP6
6444,ARHGAP8
6446,ARHGAP9
6447,ARHGDIB
6448,ARHGDIG
6449,ARHGEF1
6450,ARHGEF10L
6452,ARHGEF11
6453,ARHGEF12
6454,ARHGEF16
6455,ARHGEF17
6457,ARHGEF18
6458,ARHGEF19
6459,ARHGEF25
6461,ARHGEF28
6462,ARHGEF4
6463,ARHGEF40
6465,ARHGEF5
6466,ARHGEF6
6467,ARID1A
6468,ARID2
6469,ARID3B
6470,ARID4A
6471,ARID4B
6472,ARID5A
6473,ARID5B
6474,ARIH1
6475,ARIH2
6476,ARL1
6478,ARL10
6479,ARL13B
6480,ARL15
6481,ARL2
6483,ARL2BP
6484,ARL3
6487,ARL4C
6491,ARL5A
6493,ARL5B
6494,ARL5C
6495,ARL6IP1
6497,ARL6IP4
6498,ARL6IP5
6500,ARL6IP6
6502,ARL8A
6504,ARL8B
6505,ARMC1
6507,ARMC3
6508,ARMC5
6509,ARMC7
6510,ARMC8
6511,ARMC9
6512,ARMCX1
6513,ARMCX2
6514,ARMCX3
6516,ARMCX5
6517,ARMCX6
6521,ARNTL2
6522,ARPC1A
6525,ARPC2
6527,ARPC3
6529,ARPC4
6531,ARPC5L
6532,ARRB1
6534,ARRDC2
6535,ARRDC3
6538,ARSA
6540,ARSI
6541,ARSK
6542,ART2A
6543,ARVCF
6544,ARX
6545,ARXES1
6546,ARXES2
6547,AS3MT
6549,ASAH1
6551,ASAH2
6552,ASAP1
6554,ASB11
6555,ASB13
6556,ASB18
6557,ASB2
6558,ASB3
6559,ASB7
6560,ASB8
6561,ASCC1
6562,ASCC2
6564,ASCC3
6565,ASCL3
6568,ASGR2
6570,ASH1L
6571,ASH2L
6572,ASIC1
6573,ASIC2
6574,ASL
6577,ASNSD1
6580,ASPG
6581,ASPH
6583,ASPHD2
6585,ASPN
6586,ASPRV1
6587,ASPSCR1
6588,ASRGL1
6589,ASS1
6590,ASXL1
6591,ASXL2
6593,ATAD1
6594,ATAD2B
6595,ATAD3A
6597,ATAD5
6598,ATAT1
6599,ATCAY
6600,ATF1
6601,ATF2
6612,ATF7
6613,ATF7IP
6614,ATG10
6615,ATG101
6616,ATG12
6618,ATG14
6619,ATG16L1
6620,ATG16L2
6621,ATG2A
6622,ATG2B
6623,ATG3
6624,ATG4A
6625,ATG4B
6627,ATG4D
6629,ATG5
6631,ATG7
6633,ATL1
6634,ATL2
6635,ATL3
6636,ATM
6637,ATMIN
6639,ATN1
6641,ATOH8
6642,ATP10A
6643,ATP10D
6644,ATP11A
6646,ATP11B
6647,ATP11C
6648,ATP12A
6649,ATP13A4
